bucket_1d,sensor_id,plan_id,energy_1d,total
2020-02-07T00:00:00Z,1,1,8.90699999999924,41187.167
2020-02-08T00:00:00Z,1,1,6.97400000000198,41196.076
2020-02-09T00:00:00Z,1,1,6.69199999999546,41203.05
2020-02-10T00:00:00Z,1,1,5.75400000000082,41209.742
2020-02-11T00:00:00Z,1,1,8.14300000000367,41215.496
2020-02-12T00:00:00Z,1,1,4.21999999999389,41223.639
2020-02-13T00:00:00Z,1,1,1.98500000000058,41227.859
2020-02-14T00:00:00Z,1,1,3.03199999999924,41229.844
2020-02-15T00:00:00Z,1,1,8.37200000000303,41232.876
2020-02-16T00:00:00Z,1,1,4.10900000000402,41241.248
2020-02-17T00:00:00Z,1,1,2.041999999994,41245.357
2020-02-18T00:00:00Z,1,1,7.37199999999575,41247.419
2020-02-19T00:00:00Z,1,1,4.84200000000419,41254.791
2020-02-20T00:00:00Z,1,1,4.2589999999982,41259.633
2020-02-21T00:00:00Z,1,1,13.1259999999966,41263.892
2020-02-22T00:00:00Z,1,1,9.19300000000658,41277.018
2020-02-23T00:00:00Z,1,1,1.20899999999529,41286.211
2020-02-24T00:00:00Z,1,1,4.1730000000025,41287.42
2020-02-25T00:00:00Z,1,1,2.93899999999849,41291.593
2020-02-26T00:00:00Z,1,1,5.86200000000099,41294.532
2020-02-27T00:00:00Z,1,1,3.42500000000291,41300.394
2020-02-28T00:00:00Z,1,1,12.5749999999971,41303.819
2020-02-29T00:00:00Z,1,1,7.64899999999761,41316.394
2020-03-01T00:00:00Z,1,1,7.89400000000023,41324.045
2020-03-02T00:00:00Z,1,1,7.43599999999424,41331.944
2020-03-03T00:00:00Z,1,1,7.8179999999993,41339.38
2020-03-04T00:00:00Z,1,1,6.93600000000151,41347.198
2020-03-05T00:00:00Z,1,1,3.26599999999598,41354.137
2020-03-06T00:00:00Z,1,1,2.05500000000029,41357.406
2020-03-07T00:00:00Z,1,1,6.43099999999686,41359.461
2020-03-08T00:00:00Z,1,1,8.61200000000099,41365.892
2020-03-09T00:00:00Z,1,1,8.66599999999744,41374.504
2020-03-10T00:00:00Z,1,1,2.06200000000535,41383.17
2020-03-11T00:00:00Z,1,1,4.88099999999395,41385.232
2020-03-12T00:00:00Z,1,1,4.70900000000256,41390.113
2020-03-13T00:00:00Z,1,1,6.48300000000017,41394.822
2020-03-14T00:00:00Z,1,1,11.9020000000019,41401.305
2020-03-15T00:00:00Z,1,1,17.1699999999983,41413.207
2020-03-16T00:00:00Z,1,1,16.2690000000002,41430.386
2020-03-17T00:00:00Z,1,1,11.6699999999983,41446.655
2020-03-18T00:00:00Z,1,1,17.1610000000001,41458.328
2020-03-19T00:00:00Z,1,1,15.6619999999966,41475.489
2020-03-20T00:00:00Z,1,1,13.9780000000028,41491.151
2020-03-21T00:00:00Z,1,1,3.63999999999942,41505.129
2020-03-22T00:00:00Z,1,1,20.1460000000006,41508.769
2020-03-23T00:00:00Z,1,1,20.4340000000011,41528.916
2020-03-24T00:00:00Z,1,1,20.4630000000034,41549.35
2020-03-25T00:00:00Z,1,1,20.2249999999985,41569.813
2020-03-26T00:00:00Z,1,1,20.9919999999984,41590.038
2020-03-27T00:00:00Z,1,1,18.8470000000016,41611.03
2020-03-28T00:00:00Z,1,1,18.7160000000004,41629.877
2020-03-29T00:00:00Z,1,1,8.39699999999721,41648.593
2020-03-30T00:00:00Z,1,1,21.9669999999969,41656.991
2020-03-31T00:00:00Z,1,1,18.3630000000048,41678.958
2020-04-01T00:00:00Z,1,1,21.3219999999928,41697.321
